date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
2015-11-09,4990.0,4980.0,261.125
2015-11-06,5000.0,4995.0,266.1
2015-11-05,5053.0,5040.0,269.525
2015-11-04,5165.5,5157.0,263.125
2015-11-03,5149.0,5127.5,266.225
2015-11-02,5137.5,5115.0,267.85
2015-10-30,5135.5,5116.0,267.775
2015-10-29,5161.0,5155.0,270.2
2015-10-28,5179.0,5167.0,273.35
2015-10-27,5219.5,5216.0,274.075
2015-10-26,5233.0,5221.0,277.95
2015-10-23,5295.0,5285.5,277.6
2015-10-22,5274.0,5268.0,280.275
2015-10-21,5185.5,5182.0,284.05
2015-10-20,5189.0,5182.0,289.075
2015-10-19,5240.0,5231.0,293.575
2015-10-16,5270.0,5260.0,292.95
2015-10-15,5344.0,5326.0,293.65
2015-10-14,5278.0,5252.0,297.175
2015-10-13,5260.5,5252.5,300.6
2015-10-12,5335.0,5324.0,303.2
2015-10-09,5319.0,5305.0,305.225
2015-10-08,5160.0,5149.0,305.475
2015-10-07,5241.0,5240.0,308.1
2015-10-06,5175.0,5160.0,312.225
2015-10-05,5144.5,5134.5,317.6
2015-10-02,5081.0,5075.5,319.425
2015-10-01,5178.0,5168.0,320.4
2015-09-30,5093.0,5071.0,323.8
2015-09-29,5010.0,4994.5,323.975
2015-09-28,4965.0,4944.0,324.6
2015-09-25,5098.0,5071.0,325.275
2015-09-24,5046.0,5040.0,322.9
2015-09-23,5112.0,5108.0,327.175
2015-09-22,5131.0,5126.0,330.1
2015-09-21,5267.0,5255.0,335.85
2015-09-18,5358.0,5349.0,335.2
2015-09-17,5369.0,5362.0,333.05
2015-09-16,5350.0,5349.0,334.85
2015-09-15,5290.0,5278.0,337.525
2015-09-14,5324.0,5305.0,340.875
2015-09-11,5352.0,5336.0,342.0
2015-09-10,5400.0,5382.0,344.3
2015-09-09,5366.0,5354.0,346.85
2015-09-08,5280.0,5256.0,346.2
2015-09-07,5176.0,5171.0,352.325
2015-09-04,5155.5,5150.0,355.85
2015-09-03,5250.0,5223.5,360.825
2015-09-02,5090.5,5070.0,362.675
2015-09-01,5095.0,5084.0,367.65
2015-08-28,5095.0,5076.0,371.25
2015-08-27,5029.0,4999.0,370.425
2015-08-26,4959.0,4931.5,369.025
2015-08-25,5032.0,5011.0,355.55
2015-08-24,4888.0,4887.0,356.2
2015-08-21,5046.0,5040.5,353.825
2015-08-20,5060.5,5065.0,353.625
2015-08-19,5006.5,5007.0,354.2
2015-08-18,5000.5,5005.0,353.6
2015-08-17,5101.0,5107.0,350.65
2015-08-14,5156.0,5165.0,350.325
2015-08-13,5148.0,5156.0,350.075
2015-08-12,5103.0,5118.5,350.0
2015-08-11,5140.0,5160.5,354.95
2015-08-10,5150.0,5165.0,354.125
2015-08-07,5135.5,5145.5,352.325
2015-08-06,5165.0,5176.0,351.6
2015-08-05,5171.5,5179.5,350.825
2015-08-04,5215.5,5227.0,347.5
2015-08-03,5176.5,5187.0,346.525
2015-07-31,5220.0,5221.0,345.475
2015-07-30,5241.0,5255.0,346.125
2015-07-29,5302.0,5315.5,345.05
2015-07-28,5239.5,5255.0,344.125
2015-07-27,5190.0,5200.0,342.925
2015-07-24,5224.5,5240.5,343.25
2015-07-23,5340.0,5350.5,340.675
2015-07-22,5350.5,5369.5,338.975
2015-07-21,5475.5,5505.0,339.475
2015-07-20,5425.0,5446.0,339.775
2015-07-17,5465.0,5490.0,340.325
2015-07-16,5530.0,5546.0,337.2
2015-07-15,5597.0,5621.0,337.525
2015-07-14,5502.5,5526.0,338.2
2015-07-13,5605.5,5625.0,331.45
2015-07-10,5561.5,5580.0,329.725
2015-07-09,5576.0,5590.0,330.05
2015-07-08,5375.0,5385.0,328.25
2015-07-07,5440.5,5455.0,329.175
2015-07-06,5570.0,5590.0,321.5
2015-07-03,5761.5,5780.0,321.975
2015-07-02,5761.0,5781.5,322.075
2015-07-01,5755.5,5764.0,323.45
2015-06-30,5721.0,5734.0,324.1
2015-06-29,5767.0,5775.0,307.65
2015-06-26,5731.0,5744.0,310.3
2015-06-25,5715.5,5732.0,309.275
2015-06-24,5765.0,5779.5,311.475
2015-06-23,5725.0,5734.0,314.25
2015-06-22,5646.0,5670.0,315.475
2015-06-19,5663.0,5680.0,317.7
2015-06-18,5761.0,5779.5,318.925
2015-06-17,5749.0,5772.0,318.1
2015-06-16,5752.0,5786.0,318.6
2015-06-15,5760.5,5790.0,314.4
2015-06-12,5888.5,5904.0,314.025
2015-06-11,5906.0,5920.0,317.475
2015-06-10,6045.5,6050.0,308.025
2015-06-09,5989.0,5993.0,310.825
2015-06-08,5915.0,5930.0,312.3
2015-06-05,5924.5,5938.0,315.125
2015-06-04,5954.0,5960.0,318.1
2015-06-03,5992.0,6011.0,318.625
2015-06-02,5998.5,6010.0,317.5
2015-06-01,5970.5,5990.0,320.95
2015-05-29,6088.5,6095.0,322.15
2015-05-28,6117.0,6111.0,325.075
2015-05-27,6085.0,6084.0,327.5
2015-05-26,6134.5,6132.0,327.8
2015-05-22,6197.5,6201.0,330.825
2015-05-21,6240.0,6238.0,332.225
2015-05-20,6208.0,6205.5,334.875
2015-05-19,6270.0,6285.0,337.0
2015-05-18,6383.0,6387.0,337.775
2015-05-15,6356.0,6360.5,338.0
2015-05-14,6399.0,6400.0,338.8
2015-05-13,6416.0,6413.0,337.85
2015-05-12,6448.0,6445.0,338.525
2015-05-11,6363.0,6363.0,339.475
2015-05-08,6396.5,6392.0,339.075
2015-05-07,6437.0,6435.0,339.725
2015-05-06,6400.5,6404.0,341.0
2015-05-05,6410.0,6408.0,341.325
2015-05-01,6362.0,6355.0,339.625
2015-04-30,6245.0,6218.0,337.925
2015-04-29,6103.0,6087.0,338.125
2015-04-28,6090.5,6085.0,338.25
2015-04-27,6061.0,6060.0,338.425
2015-04-24,6025.5,6030.0,337.675
2015-04-23,5935.0,5933.0,336.725
2015-04-22,5927.0,5931.0,337.275
2015-04-21,5975.0,5967.5,338.3
2015-04-20,6002.0,6010.0,341.275
2015-04-17,6081.0,6082.0,336.6
2015-04-16,6054.0,6062.0,337.225
2015-04-15,5920.5,5915.0,337.25
2015-04-14,5916.5,5913.0,337.5
2015-04-13,6011.5,5995.5,333.8
2015-04-10,6055.0,6040.5,330.05
2015-04-09,6050.0,6027.0,330.125
2015-04-08,6055.0,6030.0,331.0
2015-04-07,6041.0,6025.5,333.425
2015-04-02,6001.5,5983.0,333.55
2015-04-01,6019.5,6000.0,332.125
2015-03-31,6050.5,6021.0,332.3
2015-03-30,6110.0,6087.0,334.6
2015-03-27,6146.0,6125.0,337.175
2015-03-26,6230.0,6215.0,339.6
2015-03-25,6134.5,6110.0,342.625
2015-03-24,6128.0,6108.0,342.275
2015-03-23,6093.5,6061.0,340.925
2015-03-20,5920.0,5900.0,341.75
2015-03-19,5835.0,5812.0,342.6
2015-03-18,5692.5,5675.0,340.65
2015-03-17,5765.0,5746.0,342.2
2015-03-16,5853.0,5835.0,337.575
2015-03-13,5860.0,5837.5,333.575
2015-03-12,5865.5,5850.5,330.75
2015-03-11,5786.0,5767.0,330.425
2015-03-10,5783.5,5756.0,328.45
2015-03-09,5800.0,5770.5,326.05
2015-03-06,5826.5,5805.0,323.05
2015-03-05,5856.0,5829.5,318.375
2015-03-04,5882.0,5866.0,308.125
2015-03-03,5855.0,5836.0,297.4
2015-03-02,5896.0,5885.0,297.2
2015-02-27,5880.5,5841.0,296.375
2015-02-26,5935.5,5913.0,295.025
2015-02-25,5805.0,5782.0,295.05
2015-02-24,5715.0,5710.0,295.5
2015-02-23,5657.0,5651.0,299.675
2015-02-20,5707.0,5692.0,298.2
2015-02-19,5720.0,5708.0,298.65
2015-02-18,5690.0,5680.5,298.075
2015-02-17,5665.5,5665.5,295.475
2015-02-16,5712.0,5705.0,295.1
2015-02-13,5731.0,5720.0,295.3
2015-02-12,5695.0,5681.5,292.75
2015-02-11,5645.5,5649.0,288.45
2015-02-10,5591.0,5581.0,289.2
2015-02-09,5666.0,5660.5,286.475
2015-02-06,5692.0,5666.0,284.45
2015-02-05,5595.0,5587.0,284.6
2015-02-04,5708.0,5686.0,252.1
2015-02-03,5695.0,5670.0,250.25
2015-02-02,5535.5,5506.0,250.025
2015-01-30,5505.0,5465.0,248.125
2015-01-29,5390.5,5369.0,247.45
2015-01-28,5485.5,5455.5,244.675
2015-01-27,5557.0,5521.5,238.225
2015-01-26,5490.0,5450.0,236.85
2015-01-23,5581.0,5551.0,235.15
2015-01-22,5742.0,5712.5,225.375
2015-01-21,5630.5,5600.0,219.45
2015-01-20,5760.5,5740.0,216.225
2015-01-19,5671.0,5642.5,210.6
2015-01-16,5660.0,5655.0,200.4
2015-01-15,5719.0,5667.0,198.725
2015-01-14,5627.0,5555.0,194.0
2015-01-13,5915.0,5840.0,191.325
2015-01-12,6131.0,6058.0,187.4
2015-01-09,6151.0,6081.0,187.475
2015-01-08,6230.5,6160.5,179.225
2015-01-07,6170.0,6105.0,178.675
2015-01-06,6191.0,6121.0,178.775
2015-01-05,6216.0,6150.0,178.425
2015-01-02,6309.0,6247.0,177.025
2014-12-31,6359.0,6289.5,177.025
2014-12-30,6330.0,6272.0,172.25
2014-12-29,6332.0,6254.0,171.85
2014-12-24,6361.0,6319.5,171.85
2014-12-23,6363.0,6316.5,172.225
2014-12-22,6426.5,6382.0,168.7
2014-12-19,6445.5,6397.0,170.0
2014-12-18,6350.5,6318.5,170.9
2014-12-17,6306.0,6270.0,172.2
2014-12-16,6390.0,6350.5,172.675
2014-12-15,6560.0,6500.0,167.425
2014-12-12,6526.5,6480.0,166.5
2014-12-11,6471.5,6422.0,166.45
2014-12-10,6476.0,6424.0,166.075
2014-12-09,6401.0,6355.0,165.85
2014-12-08,6465.5,6406.0,164.9
2014-12-05,6536.0,6479.0,163.475
2014-12-04,6491.0,6435.0,164.025
2014-12-03,6451.0,6391.0,165.475
2014-12-02,6455.0,6385.0,166.025
2014-12-01,6385.0,6313.0,164.8
2014-11-28,6515.5,6461.0,164.3
2014-11-27,6621.5,6562.0,161.95
2014-11-26,6649.0,6590.0,162.125
2014-11-25,6696.0,6654.0,163.2
2014-11-24,6731.0,6680.0,161.85
2014-11-21,6790.0,6725.5,160.825
2014-11-20,6688.0,6621.0,161.5
2014-11-19,6715.0,6644.0,160.825
2014-11-18,6684.0,6617.0,160.425
2014-11-17,6752.0,6676.0,159.125
2014-11-14,6695.0,6621.0,159.4
2014-11-13,6755.5,6695.5,159.95
2014-11-12,6752.5,6689.0,160.8
2014-11-11,6688.0,6625.5,162.025
2014-11-10,6735.5,6676.0,161.9
2014-11-07,6720.5,6645.0,159.775
2014-11-06,6681.0,6620.0,160.4
2014-11-05,6646.0,6584.0,160.35
2014-11-04,6705.5,6660.5,162.1
2014-11-03,6801.0,6730.0,162.1
2014-10-31,6835.5,6770.0,162.6
2014-10-30,6785.0,6706.0,162.625
2014-10-29,6855.0,6785.5,162.675
2014-10-28,6859.5,6800.0,161.05
2014-10-27,6800.5,6738.0,159.55
2014-10-24,6759.5,6696.0,159.55
2014-10-23,6718.5,6668.0,157.5
2014-10-22,6730.5,6690.0,157.525
2014-10-21,6660.0,6621.0,157.625
2014-10-20,6615.0,6570.5,157.725
2014-10-17,6629.0,6580.0,157.825
2014-10-16,6630.0,6585.0,157.675
2014-10-15,6781.0,6746.0,154.65
2014-10-14,6780.5,6729.0,151.725
2014-10-13,6802.0,6725.5,151.225
2014-10-10,6697.0,6640.0,149.65
2014-10-09,6767.0,6712.5,149.9
2014-10-08,6755.0,6706.0,149.625
2014-10-07,6715.0,6682.0,150.05
2014-10-06,6712.5,6680.0,150.05
2014-10-03,6665.0,6630.0,150.55
2014-10-02,6693.5,6652.0,151.375
2014-10-01,6755.0,6712.0,152.275
2014-09-30,6736.0,6687.0,152.55
2014-09-29,6735.5,6694.5,154.1
2014-09-26,6771.0,6721.0,154.5
2014-09-25,6766.0,6725.5,155.6
2014-09-24,6750.0,6715.0,156.1
2014-09-23,6797.0,6750.0,152.1
2014-09-22,6782.0,6735.0,153.7
2014-09-19,6868.5,6827.0,154.375
2014-09-18,6920.0,6884.0,154.775
2014-09-17,6958.5,6920.5,155.4
2014-09-16,6895.5,6857.5,156.325
2014-09-15,6850.0,6820.5,156.375
2014-09-12,6856.0,6835.5,156.475
2014-09-11,6829.0,6803.0,155.775
2014-09-10,6897.5,6871.0,155.625
2014-09-09,6937.0,6930.0,154.7
2014-09-08,7040.5,7030.0,154.6
2014-09-05,6973.0,6960.0,154.7
2014-09-04,6967.0,6950.0,154.7
2014-09-03,6927.0,6905.5,154.825
2014-09-02,6965.5,6947.0,147.825
2014-09-01,6966.5,6942.0,148.025
2014-08-29,6995.0,6971.0,148.15
2014-08-28,7033.0,7001.0,148.425
2014-08-27,7051.0,7030.0,147.375
2014-08-26,7096.0,7070.0,146.225
2014-08-22,7088.0,7077.0,146.325
2014-08-21,7003.0,6985.0,146.425
2014-08-20,6922.0,6905.0,145.2
2014-08-19,6934.5,6906.0,145.35
2014-08-18,6910.0,6887.0,141.275
2014-08-15,6852.5,6845.0,141.3
2014-08-14,6886.5,6873.0,141.35
2014-08-13,6925.5,6917.0,141.35
2014-08-12,7025.5,7010.5,140.675
2014-08-11,7010.5,7003.0,141.375
2014-08-08,7020.0,7005.0,142.275
2014-08-07,6980.5,6971.0,143.7
2014-08-06,6995.0,6977.0,144.35
2014-08-05,7100.5,7103.5,145.575
2014-08-04,7104.0,7096.0,146.175
2014-08-01,7078.0,7060.0,146.2
2014-07-31,7135.5,7120.0,146.75
2014-07-30,7090.0,7065.0,147.925
2014-07-29,7116.0,7102.5,149.475
2014-07-28,7132.0,7120.5,150.9
2014-07-25,7183.5,7180.5,152.6
2014-07-24,7151.0,7145.0,154.35
2014-07-23,7065.0,7070.5,156.3
2014-07-22,7060.5,7065.0,157.125
2014-07-21,6989.5,6989.0,158.0
2014-07-18,7026.5,7026.0,157.7
2014-07-17,7030.5,7041.0,158.575
2014-07-16,7112.0,7123.0,159.175
2014-07-15,7102.5,7105.0,159.375
2014-07-14,7154.5,7140.5,159.4
2014-07-11,7151.0,7140.0,158.475
2014-07-10,7110.0,7090.5,158.1
2014-07-09,7173.0,7156.0,159.075
2014-07-08,7155.0,7153.0,158.05
2014-07-07,7120.5,7115.5,159.35
2014-07-04,7159.0,7151.0,156.5
2014-07-03,7121.0,7118.0,157.05
2014-07-02,7050.0,7035.0,156.775
2014-07-01,7015.0,6995.5,154.7
2014-06-30,6955.0,6935.0,154.675
2014-06-27,6976.0,6938.5,155.15
2014-06-26,6936.5,6911.5,156.0
2014-06-25,6890.5,6871.0,156.825
2014-06-24,6898.5,6875.5,157.725
2014-06-23,6901.0,6880.0,158.575
2014-06-20,6777.5,6766.0,159.425
2014-06-19,6730.5,6725.0,160.0
2014-06-18,6739.0,6737.0,160.675
2014-06-17,6711.0,6702.0,161.2
2014-06-16,6735.0,6700.0,162.25
2014-06-13,6671.5,6642.0,163.7
2014-06-12,6725.0,6670.0,165.725
2014-06-11,6689.5,6657.0,166.75
2014-06-10,6695.5,6670.0,166.825
2014-06-09,6667.5,6660.0,167.25
2014-06-06,6660.5,6656.0,167.775
2014-06-05,6800.0,6771.0,167.925
2014-06-04,6835.0,6779.0,168.475
2014-06-03,6930.0,6868.0,168.825
2014-06-02,7003.0,6923.0,170.825
2014-05-30,6995.5,6906.0,171.35
2014-05-29,6970.0,6876.0,172.5
2014-05-28,7035.0,6945.0,169.825
2014-05-27,7020.0,6921.0,176.55
2014-05-26,0.0,0.0,175.85
2014-05-23,6991.0,6919.0,175.85
2014-05-22,6945.5,6870.0,177.35
2014-05-21,6841.0,6805.0,179.1
2014-05-20,6922.5,6884.5,180.825
2014-05-19,0.0,0.0,186.525
2014-05-16,6950.0,6877.0,186.525
2014-05-15,6949.0,6886.0,191.075
2014-05-14,6976.5,6927.0,197.475
2014-05-13,6884.5,6844.0,202.975
2014-05-12,6930.0,6878.0,205.325
2014-05-09,6770.0,6724.5,208.325
2014-05-08,6690.5,6659.0,213.025
2014-05-07,6688.0,6660.0,216.95
2014-05-06,6740.0,6699.5,225.425
2014-05-02,6699.0,6666.0,229.8
2014-05-01,6670.5,6642.0,231.0
2014-04-30,6724.0,6710.5,233.325
2014-04-29,6770.0,6750.0,235.075
2014-04-28,6782.0,6750.5,237.0
2014-04-25,6785.5,6775.0,238.95
2014-04-24,6731.0,6720.0,239.95
2014-04-23,6645.0,6636.0,240.975
2014-04-22,6628.5,6625.0,241.925
2014-04-17,6631.0,6632.5,242.3
2014-04-16,6600.0,6604.0,242.3
2014-04-15,6630.0,6631.0,242.775
2014-04-14,6645.0,6635.5,244.95
2014-04-11,6686.0,6690.5,248.325
2014-04-10,6637.5,6627.0,250.025
2014-04-09,6630.5,6626.0,250.775
2014-04-08,6652.0,6650.0,252.6
2014-04-07,6610.5,6616.0,254.575
2014-04-04,6677.0,6681.0,257.775
2014-04-03,6606.0,6610.5,260.1
2014-04-02,6713.0,6707.0,261.375
2014-04-01,6632.0,6629.0,263.25
2014-03-31,6636.0,6626.0,265.175
2014-03-28,6667.0,6654.0,267.2
2014-03-27,6581.0,6570.0,268.55
2014-03-26,6555.0,6551.0,269.75
2014-03-25,6559.5,6560.0,266.825
2014-03-24,6510.0,6503.0,263.675
2014-03-21,6539.5,6526.0,265.7
2014-03-20,6434.5,6430.0,267.85
2014-03-19,6446.0,6435.5,269.725
2014-03-18,6471.5,6450.5,271.75
2014-03-17,6550.0,6545.0,253.375
2014-03-14,6490.0,6467.0,251.3
2014-03-13,6495.0,6460.5,253.275
2014-03-12,6498.0,6470.0,255.5
2014-03-11,6720.5,6689.0,257.6
2014-03-10,6716.0,6690.5,265.4
2014-03-07,6930.5,6915.5,269.0
2014-03-06,7054.5,7035.0,272.175
2014-03-05,7102.5,7055.0,273.675
2014-03-04,7035.0,6996.0,275.2
2014-03-03,7032.5,6962.0,273.725
2014-02-28,7097.5,7026.0,276.225
2014-02-27,7095.0,7024.0,274.35
2014-02-26,7149.0,7076.5,276.4
2014-02-25,7115.0,7055.0,279.15
2014-02-24,7130.0,7061.5,282.475
2014-02-21,7211.5,7151.0,285.35
2014-02-20,7185.0,7132.0,289.6
2014-02-19,7220.0,7181.0,290.625
2014-02-18,7205.0,7171.0,293.15
2014-02-17,7210.0,7174.0,296.025
2014-02-14,7175.5,7131.0,299.125
2014-02-13,7157.0,7118.5,300.675
2014-02-12,7174.5,7137.0,302.05
2014-02-11,7120.0,7099.0,303.825
2014-02-10,7190.5,7144.0,306.4
2014-02-07,7200.0,7159.0,308.025
2014-02-06,7109.0,7060.5,309.25
2014-02-05,7096.0,7060.0,311.225
2014-02-04,7107.0,7060.0,313.275
2014-02-03,7095.5,7051.0,313.875
2014-01-31,7091.0,7062.5,314.525
2014-01-30,7155.0,7116.0,316.2
2014-01-29,7209.0,7160.0,318.8
2014-01-28,7215.0,7172.0,322.575
2014-01-27,7235.0,7200.0,325.4
2014-01-24,7240.0,7207.5,326.975
2014-01-23,7285.0,7258.0,327.4
2014-01-22,7327.0,7289.5,328.375
2014-01-21,7332.0,7282.0,330.675
2014-01-20,7340.0,7310.0,334.55
2014-01-17,7379.5,7340.0,335.775
2014-01-16,7345.5,7327.5,336.825
2014-01-15,7309.0,7291.0,336.25
2014-01-14,7343.0,7320.0,337.775
2014-01-13,7305.5,7276.0,340.775
2014-01-10,7283.5,7258.0,343.875
2014-01-09,7282.0,7263.5,348.25
2014-01-08,7368.0,7357.0,351.675
2014-01-07,7354.0,7335.0,353.075
2014-01-06,7313.5,7290.5,356.125
2014-01-03,7335.5,7323.0,359.075
2014-01-02,7439.5,7422.0,365.7
2013-12-31,7394.5,7371.0,365.7
2013-12-30,7387.0,7380.0,367.45
2013-12-27,7375.0,7365.5,370.95
2013-12-24,7280.0,7272.0,371.975
2013-12-23,7251.0,7238.5,379.1
2013-12-20,7264.5,7245.0,382.55
2013-12-19,7218.5,7217.0,383.925
2013-12-18,7230.0,7227.0,384.95
2013-12-17,7286.0,7272.0,386.55
2013-12-16,7325.5,7310.0,389.175
2013-12-13,7218.5,7219.0,393.0
2013-12-12,7230.0,7214.5,396.075
2013-12-11,7169.5,7162.0,399.875
2013-12-10,7165.5,7161.0,402.05
2013-12-09,7141.0,7145.0,405.275
2013-12-06,7113.0,7112.0,408.1
2013-12-05,7081.0,7086.0,411.4
2013-12-04,6975.0,6975.0,415.425
2013-12-03,6945.0,6948.5,418.75
2013-12-02,7008.5,7014.0,420.4
2013-11-29,7027.0,7030.0,423.825
2013-11-28,6988.0,6996.0,429.2
2013-11-27,7051.5,7070.0,431.9
2013-11-26,7071.0,7075.0,434.85
2013-11-25,7067.5,7070.0,437.5
2013-11-22,7065.5,7065.0,439.1
2013-11-21,6992.0,6994.0,442.125
2013-11-20,6980.0,6985.0,445.7
2013-11-19,6947.0,6957.0,447.65
2013-11-18,6999.5,6996.0,448.95
2013-11-15,6967.5,6975.5,451.65
2013-11-14,6939.0,6949.0,455.725
2013-11-13,7021.5,7030.0,457.475
2013-11-12,7124.0,7128.5,459.425
2013-11-11,7135.0,7131.0,462.875
2013-11-08,7125.5,7127.0,465.65
2013-11-07,7119.0,7118.0,467.025
2013-11-06,7200.0,7198.0,468.925
2013-11-05,7138.5,7155.0,469.975
2013-11-04,7180.0,7190.5,474.675
2013-11-01,7255.5,7264.0,476.4
2013-10-31,7234.0,7241.0,476.15
2013-10-30,7275.5,7278.0,476.025
2013-10-29,7215.5,7224.0,476.675
2013-10-28,7161.0,7177.0,478.2
2013-10-25,7126.0,7134.5,480.875
2013-10-24,7160.0,7171.0,485.05
2013-10-23,7200.5,7215.5,489.4
2013-10-22,7260.0,7274.0,492.35
2013-10-21,7225.5,7250.0,494.85
2013-10-18,7241.5,7270.0,497.5
2013-10-17,7172.0,7205.0,500.325
2013-10-16,7158.5,7182.0,502.75
2013-10-15,7186.0,7215.5,503.425
2013-10-14,7205.5,7225.5,508.575
2013-10-11,7125.0,7156.5,509.325
2013-10-10,7112.5,7142.0,512.45
2013-10-09,7141.0,7178.5,515.575
2013-10-08,7231.5,7268.0,517.1
2013-10-07,7171.0,7204.5,523.425
2013-10-04,7148.0,7182.0,525.925
2013-10-03,7215.5,7245.5,529.95
2013-10-02,7156.0,7182.0,531.875
2013-10-01,7219.0,7236.0,533.325
2013-09-30,7290.5,7296.0,538.025
2013-09-27,7252.5,7275.5,541.125
2013-09-26,7220.5,7245.0,545.625
2013-09-25,7155.0,7190.0,547.55
2013-09-24,7140.5,7173.0,551.05
2013-09-23,7181.0,7215.5,556.875
2013-09-20,7295.0,7329.5,562.25
2013-09-19,7301.5,7330.5,568.575
2013-09-18,7090.5,7118.0,571.95
2013-09-17,7056.5,7087.0,574.6
2013-09-16,7050.0,7085.0,574.675
2013-09-13,7028.5,7060.0,577.525
2013-09-12,7043.5,7076.5,579.75
2013-09-11,7163.0,7192.0,585.275
2013-09-10,7172.0,7207.0,588.475
2013-09-09,7191.5,7226.0,594.625
2013-09-06,7170.5,7200.0,600.275
2013-09-05,7103.0,7132.0,603.275
2013-09-04,7125.5,7160.0,603.9
2013-09-03,7183.5,7215.0,602.85
2013-09-02,7175.5,7200.0,589.75
2013-08-30,7095.0,7122.5,588.0
2013-08-29,7210.5,7241.0,577.675
2013-08-28,7236.0,7277.0,574.825
2013-08-27,7300.5,7317.0,576.35
2013-08-23,7300.5,7331.5,564.225
2013-08-22,7340.5,7368.0,565.5
2013-08-21,7236.0,7271.0,566.925
2013-08-20,7265.5,7300.0,572.525
2013-08-19,7285.5,7305.5,577.45
2013-08-16,7335.5,7374.5,584.075
2013-08-15,7228.0,7248.0,584.2
2013-08-14,7272.5,7300.0,588.45
2013-08-13,7281.0,7317.0,589.725
2013-08-12,7246.0,7275.0,592.95
2013-08-09,7186.0,7211.0,594.5
2013-08-08,7121.5,7157.5,597.575
2013-08-07,6892.0,6920.0,601.6
2013-08-06,7026.5,7045.0,605.125
2013-08-05,6950.5,6966.0,606.9
2013-08-02,7019.0,7031.0,608.675
2013-08-01,6999.0,7010.0,610.725
2013-07-31,6805.0,6810.0,612.8
2013-07-30,6752.0,6775.0,613.55
2013-07-29,6860.5,6883.0,618.775
2013-07-26,6905.5,6925.0,621.175
2013-07-25,6927.5,6950.0,622.95
2013-07-24,7076.5,7098.0,627.675
2013-07-23,6961.0,6990.5,632.05
2013-07-22,6980.0,6990.5,634.65
2013-07-19,6920.0,6925.0,638.325
2013-07-18,6855.5,6887.0,640.6
2013-07-17,6924.0,6940.0,641.225
2013-07-16,6936.5,6965.0,641.825
2013-07-15,6891.5,6920.0,637.85
2013-07-12,6923.0,6940.5,640.775
2013-07-11,6995.5,7020.0,645.175
2013-07-10,6780.0,6785.0,646.0
2013-07-09,6719.0,6728.0,650.125
2013-07-08,6765.0,6779.0,656.6
2013-07-05,6821.0,6842.5,660.0
2013-07-04,6920.5,6926.0,663.175
2013-07-03,6922.0,6920.5,660.725
2013-07-02,6980.0,6950.0,659.2
2013-07-01,6917.0,6919.0,662.275
2013-06-28,6750.5,6775.5,665.775
2013-06-27,6705.5,6732.0,667.425
2013-06-26,6685.5,6715.5,671.1
2013-06-25,6726.5,6765.5,674.85
2013-06-24,6637.5,6676.0,678.225
2013-06-21,6777.0,6806.0,664.85
2013-06-20,6808.0,6835.5,643.125
2013-06-19,6972.5,7005.0,638.325
2013-06-18,6970.5,7010.5,632.15
2013-06-17,7020.5,7067.0,629.475
2013-06-14,7045.0,7085.5,618.075
2013-06-13,7057.5,7093.5,608.3
2013-06-12,7086.0,7121.0,609.55
2013-06-11,7036.0,7070.5,609.25
2013-06-10,7120.0,7155.0,609.0
2013-06-07,7282.0,7316.0,609.875
2013-06-06,7311.0,7346.5,610.375
2013-06-05,7421.5,7460.5,612.3
2013-06-04,7337.5,7370.5,614.075
2013-06-03,7330.5,7365.5,617.225
2013-05-31,7241.0,7270.5,608.45
2013-05-30,7245.5,7285.5,611.125
2013-05-29,7201.5,7235.5,613.725
2013-05-28,7257.0,7299.5,619.65
2013-05-24,7240.0,7277.0,621.175
2013-05-23,7285.5,7320.0,623.875
2013-05-22,7480.0,7510.0,627.275
2013-05-21,7384.0,7410.0,624.525
2013-05-20,7276.0,7297.0,628.025
2013-05-17,7329.5,7350.0,629.95
2013-05-16,7095.5,7125.5,624.4
2013-05-15,7095.5,7145.0,627.525
2013-05-14,7195.5,7225.5,618.7
2013-05-13,7350.5,7380.0,606.7
2013-05-10,7390.5,7377.0,604.25
2013-05-09,7311.0,7336.0,605.75
2013-05-08,7326.0,7355.0,605.825
2013-05-07,7240.5,7270.5,604.6
2013-05-03,7122.0,7151.0,608.7
2013-05-02,6870.5,6900.0,616.125
2013-05-01,6875.0,6906.5,618.175
2013-04-30,7073.5,7105.5,618.6
2013-04-29,7079.0,7117.0,617.65
2013-04-26,7054.5,7100.0,619.6
2013-04-25,7035.0,7055.5,618.475
2013-04-24,6935.5,6974.0,620.375
2013-04-23,6811.0,6842.0,621.6
2013-04-22,6875.5,6916.0,613.075
2013-04-19,6975.0,7010.0,614.35
2013-04-18,6962.5,6997.0,612.35
2013-04-17,7067.0,7091.0,608.525
2013-04-16,7219.0,7250.5,611.925
2013-04-15,7120.5,7155.5,611.175
2013-04-12,7510.0,7545.5,593.65
2013-04-11,7510.0,7545.0,590.175
2013-04-10,7547.0,7575.5,587.925
2013-04-09,7485.5,7516.0,587.55
2013-04-08,7457.5,7491.0,579.4
2013-04-05,7376.0,7415.0,579.6
2013-04-04,7336.5,7375.0,579.175
2013-04-03,7405.5,7436.5,572.325
2013-04-02,7434.5,7469.0,571.125
2013-03-28,7582.5,7613.5,569.775
2013-03-27,7570.0,7605.0,567.9
2013-03-26,7631.0,7661.0,566.325
